Frequency (MHz)	|S(1,1)| : ParallelCircuit_Capacitive.$FPRJ
7198	0.999998
7199	0.999998
7200	0.999998
7201	0.999998
7202	0.999998
7203	0.999998
7204	0.999998
7205	0.999998
7206	0.999998
7207	0.999998
7208	0.999998
7209	0.999998
7210	0.999998
7211	0.999998
7212	0.999998
7213	0.999998
7214	0.999998
7215	0.999998
7216	0.999998
7217	0.999998
7218	0.999998
7219	0.999998
7220	0.999998
7221	0.999998
7222	0.999998
7223	0.999998
7224	0.999998
7225	0.999998
7226	0.999998
7227	0.999998
7228	0.999998
7229	0.999998
7230	0.999998
7231	0.999998
7232	0.999998
7233	0.999998
7234	0.999998
7235	0.999998
7236	0.999998
7237	0.999998
7238	0.999998
7239	0.999998
7240	0.999998
7241	0.999998
7242	0.999998
7243	0.999998
7244	0.999998
7245	0.999998
7246	0.999998
7247	0.999998
7248	0.999998
7249	0.999998
7250	0.999998
7251	0.999998
7252	0.999998
7253	0.999998
7254	0.999998
7255	0.999998
7256	0.999998
7257	0.999998
7258	0.999998
7259	0.999998
7260	0.999998
7261	0.999998
7262	0.999998
7263	0.999998
7264	0.999998
7265	0.999998
7266	0.999998
7267	0.999998
7268	0.999998
7269	0.999998
7270	0.999998
7271	0.999998
7272	0.999998
7273	0.999998
7274	0.999998
7275	0.999998
7276	0.999998
7277	0.999998
7278	0.999998
7279	0.999998
7280	0.999998
7281	0.999998
7282	0.999998
7283	0.999998
7284	0.999998
7285	0.999998
7286	0.999998
7287	0.999998
7288	0.999998
7289	0.999998
7290	0.999998
7291	0.999998
7292	0.999998
7293	0.999998
7294	0.999998
7295	0.999998
7296	0.999998
7297	0.999998
7298	0.999998
7299	0.999998
7300	0.999998
7301	0.999998
7302	0.999998
7303	0.999998
7304	0.999998
7305	0.999998
7306	0.999998
7307	0.999998
7308	0.999998
7309	0.999998
7310	0.999998
7311	0.999998
7312	0.999998
7313	0.999998
7314	0.999998
7315	0.999998
7316	0.999998
7317	0.999998
7318	0.999998
7319	0.999998
7320	0.999998
7321	0.999998
7322	0.999998
7323	0.999998
7324	0.999998
7325	0.999998
7326	0.999998
7327	0.999998
7328	0.999998
7329	0.999998
7330	0.999998
7331	0.999998
7332	0.999998
7333	0.999998
7334	0.999998
7335	0.999998
7336	0.999998
7337	0.999998
7338	0.999998
7339	0.999998
7340	0.999998
7341	0.999998
7342	0.999998
7343	0.999998
7344	0.999998
7345	0.999998
7346	0.999998
7347	0.999998
7348	0.999998
7349	0.999998
7350	0.999998
7351	0.999998
7352	0.999998
7353	0.999998
7354	0.999998
7355	0.999998
7356	0.999998
7357	0.999998
7358	0.999998
7359	0.999998
7360	0.999998
7361	0.999998
7362	0.999998
7363	0.999998
7364	0.999998
7365	0.999998
7366	0.999998
7367	0.999998
7368	0.999998
7369	0.999998
7370	0.999998
7371	0.999998
7372	0.999998
7373	0.999998
7374	0.999998
7375	0.999998
7376	0.999998
7377	0.999998
7378	0.999998
7379	0.999998
7380	0.999998
7381	0.999998
7382	0.999998
7383	0.999998
7384	0.999998
7385	0.999998
7386	0.999998
7387	0.999998
7388	0.999998
7389	0.999998
7390	0.999998
7391	0.999998
7392	0.999998
7393	0.999998
7394	0.999998
7395	0.999998
7396	0.999998
7397	0.999998
7398	0.999998
7399	0.999998
7400	0.999998
7401	0.999998
7402	0.999998
7403	0.999998
7404	0.999998
7405	0.999998
7406	0.999998
7407	0.999998
7408	0.999998
7409	0.999998
7410	0.999998
7411	0.999998
7412	0.999998
7413	0.999998
7414	0.999998
7415	0.999998
7416	0.999998
7417	0.999998
7418	0.999998
7419	0.999998
7420	0.999998
7421	0.999998
7422	0.999998
7423	0.999998
7424	0.999998
7425	0.999998
7426	0.999998
7427	0.999998
7428	0.999998
7429	0.999998
7430	0.999998
7431	0.999998
7432	0.999998
7433	0.999998
7434	0.999998
7435	0.999998
7436	0.999998
7437	0.999998
7438	0.999998
7439	0.999998
7440	0.999998
7441	0.999998
7442	0.999998
7443	0.999998
7444	0.999998
7445	0.999998
7446	0.999998
7447	0.999998
7448	0.999998
7449	0.999998
7450	0.999998
7451	0.999998
7452	0.999998
7453	0.999998
7454	0.999998
7455	0.999998
7456	0.999998
7457	0.999998
7458	0.999998
7459	0.999998
7460	0.999998
7461	0.999998
7462	0.999998
7463	0.999998
7464	0.999998
7465	0.999998
7466	0.999998
7467	0.999998
7468	0.999998
7469	0.999998
7470	0.999998
7471	0.999999
7472	0.999999
7473	0.999999
7474	0.999999
7475	0.999999
7476	0.999999
7477	0.999999
7478	0.999999
7479	0.999999
7480	0.999999
7481	0.999999
7482	0.999999
7483	0.999999
7484	0.999999
7485	0.999999
7486	0.999999
7487	0.999999
7488	0.999999
7489	0.999999
7490	0.999999
7491	0.999999
7492	0.999999
7493	0.999999
7494	0.999999
7495	0.999999
7496	0.999999
7497	0.999999
7498	0.999999
7499	0.999999
7500	0.999999
7501	0.999999
7502	0.999999
7503	0.999999
7504	0.999999
7505	0.999999
7506	0.999999
7507	0.999999
7508	0.999999
7509	0.999999
7510	0.999999
7511	0.999999
7512	0.999999
7513	0.999999
7514	0.999999
7515	0.999999
7516	0.999999
7517	0.999999
7518	0.999999
7519	0.999999
7520	0.999999
7521	0.999999
7522	0.999999
7523	0.999999
7524	0.999999
7525	0.999999
7526	0.999999
7527	0.999999
7528	0.999999
7529	0.999999
7530	0.999999
7531	0.999999
7532	0.999999
7533	0.999999
7534	0.999999
7535	0.999999
7536	0.999999
7537	0.999999
7538	0.999999
7539	0.999999
7540	0.999999
7541	0.999999
7542	0.999999
7543	0.999999
7544	0.999999
7545	0.999999
7546	0.999999
7547	0.999999
7548	0.999999
7549	0.999999
7550	0.999999
7551	0.999999
7552	0.999999
7553	0.999999
7554	0.999999
7555	0.999999
7556	0.999999
7557	0.999999
7558	0.999999
7559	0.999999
7560	0.999999
7561	0.999999
7562	0.999999
7563	0.999999
7564	0.999999
7565	0.999999
7566	0.999999
7567	0.999999
7568	0.999999
7569	0.999999
7570	0.999999
7571	0.999999
7572	0.999999
7573	0.999999
7574	0.999999
7575	0.999999
7576	0.999999
7577	0.999999
7578	0.999999
7579	0.999999
7580	0.999999
7581	0.999999
7582	0.999999
7583	0.999999
7584	0.999999
7585	0.999999
7586	0.999999
7587	0.999999
7588	0.999999
7589	0.999999
7590	0.999999
7591	0.999999
7592	0.999999
7593	0.999999
7594	0.999999
7595	0.999999
7596	0.999999
7597	0.999999
7598	0.999999
7599	0.999999
7600	0.999999
7601	0.999999
7602	0.999999
7603	0.999999
7604	0.999999
7605	0.999999
7606	0.999999
7607	0.999999
7608	0.999999
7609	0.999999
7610	0.999999
7611	0.999999
7612	0.999999
7613	0.999999
7614	0.999999
7615	0.999999
7616	0.999999
7617	0.999999
7618	0.999999
7619	0.999999
7620	0.999999
7621	0.999999
7622	0.999999
7623	0.999999
7624	0.999999
7625	0.999999
7626	0.999999
7627	0.999999
7628	0.999999
7629	0.999999
7630	0.999999
7631	0.999999
7632	0.999999
7633	0.999999
7634	0.999999
7635	0.999999
7636	0.999999
7637	0.999999
7638	0.999999
7639	0.999999
7640	0.999999
7641	0.999999
7642	0.999999
7643	0.999999
7644	0.999999
7645	0.999999
7646	0.999999
7647	0.999999
7648	0.999999
7649	0.999999
7650	0.999999
7651	0.999999
7652	0.999999
7653	0.999999
7654	0.999999
7655	0.999999
7656	0.999999
7657	0.999999
7658	0.999999
7659	0.999999
7660	0.999999
7661	0.999999
7662	0.999999
7663	0.999999
7664	0.999999
7665	0.999999
7666	0.999999
7667	0.999999
7668	0.999999
7669	0.999999
7670	0.999999
7671	0.999999
7672	0.999999
7673	0.999999
7674	0.999999
7675	0.999999
7676	0.999999
7677	0.999999
7678	0.999999
7679	0.999999
7680	0.999999
7681	0.999999
7682	0.999999
7683	0.999999
7684	0.999999
7685	0.999999
7686	0.999999
7687	0.999999
7688	0.999999
7689	0.999999
7690	0.999999
7691	0.999999
7692	0.999999
7693	0.999999
7694	0.999999
7695	0.999999
7696	0.999999
7697	0.999999
7698	0.999999
7699	0.999999
7700	0.999999
7701	0.999999
7702	0.999999
7703	0.999999
7704	0.999999
7705	0.999999
7706	0.999999
7707	0.999999
7708	0.999999
7709	0.999999
7710	0.999999
7711	0.999999
7712	0.999999
7713	0.999999
7714	0.999999
7715	0.999999
7716	0.999999
7717	0.999999
7718	0.999999
7719	0.999999
7720	0.999999
7721	0.999999
7722	0.999999
7723	0.999999
7724	0.999999
7725	0.999999
7726	0.999999
7727	0.999999
7728	0.999999
7729	0.999999
7730	0.999999
7731	0.999999
7732	0.999999
7733	0.999999
7734	0.999999
7735	0.999999
7736	0.999999
7737	0.999999
7738	0.999999
7739	0.999999
7740	0.999999
7741	0.999999
7742	0.999999
7743	0.999999
7744	0.999999
7745	0.999999
7746	0.999999
7747	0.999999
7748	0.999999
7749	0.999999
7750	0.999999
7751	0.999999
7752	0.999999
7753	0.999999
7754	0.999999
7755	0.999999
7756	0.999999
7757	0.999999
7758	0.999999
7759	0.999999
7760	0.999999
7761	0.999999
7762	0.999999
7763	0.999999
7764	0.999999
7765	0.999999
7766	0.999999
7767	0.999999
7768	0.999999
7769	0.999999
7770	0.999999
7771	0.999999
7772	0.999999
7773	0.999999
7774	0.999999
7775	0.999999
7776	0.999999
7777	0.999999
7778	0.999999
7779	0.999999
7780	0.999999
7781	0.999999
7782	0.999999
7783	0.999999
7784	0.999999
7785	0.999999
7786	0.999999
7787	0.999999
7788	0.999999
7789	0.999999
7790	0.999999
7791	0.999999
7792	0.999999
7793	0.999999
7794	0.999999
7795	0.999999
7796	0.999999
7797	0.999999
7798	0.999999
7799	0.999999
7800	0.999999
7801	0.999999
7802	0.999999
7803	0.999999
7804	0.999999
7805	0.999999
7806	0.999999
7807	0.999999
7808	0.999999
7809	0.999999
7810	0.999999
7811	0.999999
7812	0.999999
7813	0.999999
7814	0.999999
7815	0.999999
7816	0.999999
7817	0.999999
7818	0.999999
7819	0.999999
7820	0.999999
7821	0.999999
7822	0.999999
7823	0.999999
7824	0.999999
7825	0.999999
7826	0.999999
7827	0.999999
7828	0.999999
7829	0.999999
7830	0.999999
7831	0.999999
7832	0.999999
7833	0.999999
7834	0.999999
7835	0.999999
7836	0.999999
7837	0.999999
7838	0.999999
7839	0.999999
7840	0.999999
7841	0.999999
7842	0.999999
7843	0.999999
7844	0.999999
7845	0.999999
7846	0.999999
7847	0.999999
7848	0.999999
7849	0.999999
7850	0.999999
7851	0.999999
7852	0.999999
7853	0.999999
7854	0.999999
7855	0.999999
7856	0.999999
7857	0.999999
7858	0.999999
7859	0.999999
7860	0.999999
7861	0.999999
7862	0.999999
7863	0.999999
7864	0.999999
7865	0.999999
7866	0.999999
7867	0.999999
7868	0.999999
7869	0.999999
7870	0.999999
7871	0.999999
7872	0.999999
7873	0.999999
7874	0.999999
7875	0.999999
7876	0.999999
7877	0.999999
7878	0.999999
7879	0.999999
7880	0.999999
7881	0.999999
7882	0.999999
7883	0.999999
7884	0.999999
7885	0.999999
7886	0.999999
7887	0.999999
7888	0.999999
7889	0.999999
7890	0.999999
7891	0.999999
7892	0.999999
7893	0.999999
7894	0.999999
7895	0.999999
7896	0.999999
7897	0.999999
7898	0.999999
7899	0.999999
7900	0.999999
7901	0.999999
7902	0.999999
7903	0.999999
7904	0.999999
7905	0.999999
7906	0.999999
7907	0.999999
7908	0.999999
7909	0.999999
7910	0.999999
7911	0.999999
7912	0.999999
7913	0.999999
7914	0.999999
7915	0.999999
7916	0.999999
7917	0.999999
7918	0.999999
7919	0.999999
7920	0.999999
7921	0.999999
7922	0.999999
7923	0.999999
7924	0.999999
7925	0.999999
7926	0.999999
7927	0.999999
7928	0.999999
7929	0.999999
7930	0.999999
7931	0.999999
7932	0.999999
7933	0.999999
7934	0.999999
7935	0.999999
7936	0.999999
7937	0.999999
7938	0.999999
7939	0.999999
7940	0.999999
7941	0.999999
7942	0.999999
7943	0.999999
7944	0.999999
7945	0.999999
7946	0.999999
7947	0.999999
7948	0.999999
7949	0.999999
7950	0.999999
7951	0.999999
7952	0.999999
7953	0.999999
7954	0.999999
7955	0.999999
7956	0.999999
7957	0.999999
7958	0.999999
7959	0.999999
7960	0.999999
7961	0.999999
7962	0.999999
7963	0.999999
7964	0.999999
7965	0.999999
7966	0.999999
7967	0.999999
7968	0.999999
7969	0.999999
7970	0.999999
7971	0.999999
7972	0.999999
7973	0.999999
7974	0.999999
7975	0.999999
7976	0.999999
7977	0.999999
7978	0.999999
7979	0.999999
7980	0.999999
7981	0.999999
7982	0.999999
7983	0.999999
7984	0.999999
7985	0.999999
7986	0.999999
7987	0.999999
7988	0.999999
7989	0.999999
7990	0.999999
7991	0.999999
7992	0.999999
7993	0.999999
7994	0.999999
7995	0.999999
7996	0.999999
7997	0.999999
7998	0.999999
7999	0.999999
8000	0.999999
8001	0.999999
8002	0.999999
8003	0.999999
8004	0.999999
8005	0.999999
8006	0.999999
8007	0.999999
8008	0.999999
8009	0.999999
8010	0.999999
8011	0.999999
8012	0.999999
8013	0.999999
8014	0.999999
8015	0.999999
8016	0.999999
8017	0.999999
8018	0.999999
8019	0.999999
8020	0.999999
8021	0.999999
8022	0.999999
8023	0.999999
8024	0.999999
8025	0.999999
8026	0.999999
8027	0.999999
8028	0.999999
8029	0.999999
8030	0.999999
8031	0.999999
8032	0.999999
8033	0.999999
8034	0.999999
8035	0.999999
8036	0.999999
8037	0.999999
8038	0.999999
8039	0.999999
8040	0.999999
8041	0.999999
8042	0.999999
8043	0.999999
8044	0.999999
8045	0.999999
8046	0.999999
8047	0.999999
8048	0.999999
8049	0.999999
8050	0.999999
8051	0.999999
8052	0.999999
8053	0.999999
8054	0.999999
8055	0.999999
8056	0.999999
8057	0.999999
8058	0.999999
8059	0.999999
8060	0.999999
8061	0.999999
8062	0.999999
8063	0.999999
8064	0.999999
8065	0.999999
8066	0.999999
8067	0.999999
8068	0.999999
8069	0.999999
8070	0.999999
8071	0.999999
8072	0.999999
8073	0.999999
8074	0.999999
8075	0.999999
8076	0.999999
8077	0.999999
8078	0.999999
8079	0.999999
8080	0.999999
8081	0.999999
8082	0.999999
8083	0.999999
8084	0.999999
8085	0.999999
8086	0.999999
8087	0.999999
8088	0.999999
8089	0.999999
8090	0.999999
8091	0.999999
8092	0.999999
8093	0.999999
8094	0.999999
8095	0.999999
8096	0.999999
8097	0.999999
8098	0.999999
8099	0.999999
8100	0.999999
8101	0.999999
8102	0.999999
8103	0.999999
8104	0.999999
8105	0.999999
8106	0.999999
8107	0.999999
8108	0.999999
8109	0.999999
8110	0.999999
8111	0.999999
8112	0.999999
8113	0.999999
8114	0.999999
8115	0.999999
8116	0.999999
8117	0.999999
8118	0.999999
8119	0.999999
8120	0.999999
8121	0.999999
8122	0.999999
8123	0.999999
8124	0.999999
8125	1
8126	1
8127	1
8128	1
8129	1
8130	1
8131	1
8132	1
8133	1
8134	1
8135	1
8136	1
8137	1
8138	1
8139	1
8140	1
8141	1
8142	1
8143	1
8144	1
8145	1
8146	1
8147	1
8148	1
8149	1
8150	1
8151	1
8152	1
8153	1
8154	1
8155	1
8156	1
8157	1
8158	1
8159	1
8160	1
8161	1
8162	1
8163	1
8164	1
8165	1
8166	1
8167	1
8168	1
8169	1
8170	1
8171	1
8172	1
8173	1
8174	1
8175	1
8176	1
8177	1
8178	1
8179	1
8180	1
8181	1
8182	1
8183	1
8184	1
8185	1
8186	1
8187	1
8188	1
8189	1
8190	1
8191	1
8192	1
8193	1
8194	1
8195	1
8196	1
8197	1
8198	1
8199	1
8200	1
8201	1
8202	1
8203	1
8204	1
8205	1
8206	1
8207	1
8208	1
8209	1
8210	1
8211	1
8212	1
8213	1
8214	1
8215	1
8216	1
8217	1
8218	1
8219	1
8220	1
8221	1
8222	1
8223	1
8224	1
8225	1
8226	1
8227	1
8228	1
8229	1
8230	1
8231	1
8232	1
8233	1
8234	1
8235	1
8236	1
8237	1
8238	1
8239	1
8240	1
8241	1
8242	1
8243	1
8244	1
8245	1
8246	1
8247	1
8248	1
8249	1
8250	1
8251	1
8252	1
8253	1
8254	1
8255	1
8256	1
8257	1
8258	1
8259	1
8260	1
8261	1
8262	1
8263	1
8264	1
8265	1
8266	1
8267	1
8268	1
8269	1
8270	1
8271	1
8272	1
8273	1
8274	1
8275	1
8276	1
8277	1
8278	1
8279	1
8280	1
8281	1
8282	1
8283	1
8284	1
8285	1
8286	1
8287	1
8288	1
8289	1
8290	1
8291	1
8292	1
8293	1
8294	1
8295	1
8296	1
8297	1
8298	1
8299	1
8300	1
8301	1
8302	1
8303	1
8304	1
8305	1
8306	1
8307	1
8308	1
8309	1
8310	1
8311	1
8312	1
8313	1
8314	1
8315	1
8316	1
8317	1
8318	1
8319	1
8320	1
8321	1
8322	1
8323	1
8324	1
8325	1
8326	1
8327	1
8328	1
8329	1
8330	1
8331	1
8332	1
8333	1
8334	1
8335	1
8336	1
8337	1
8338	1
8339	1
8340	1
8341	1
8342	1
8343	1
8344	1
8345	1
8346	1
8347	1
8348	1
8349	1
8350	1
8351	1
8352	1
8353	1
8354	1
8355	1
8356	1
8357	1
8358	1
8359	1
8360	1
8361	1
8362	1
8363	1
8364	1
8365	1
8366	1
8367	1
8368	1
8369	1
8370	1
8371	1
8372	1
8373	1
8374	1
8375	1
8376	1
8377	1
8378	1
8379	1
8380	1
8381	1
8382	1
8383	1
8384	1
8385	1
8386	1
8387	1
8388	1
8389	1
8390	1
8391	1
8392	1
8393	1
8394	1
8395	1
8396	1
8397	1
8398	1
8399	1
8400	1
8401	1
8402	1
8403	1
8404	1
8405	1
8406	1
8407	1
8408	1
8409	1
8410	1
8411	1
8412	1
8413	1
8414	1
8415	1
8416	1
8417	1
8418	1
8419	1
8420	1
8421	1
8422	1
8423	1
8424	1
8425	1
8426	1
8427	1
8428	1
8429	1
8430	1
8431	1
8432	1
8433	1
8434	1
8435	1
8436	1
8437	1
8438	1
8439	1
8440	1
8441	1
8442	1
8443	1
8444	1
8445	1
8446	1
8447	1
8448	1
8449	1
8450	1
8451	1
8452	1
8453	1
8454	1
8455	1
8456	1
8457	1
8458	1
8459	1
8460	1
8461	1
8462	1
8463	1
8464	1
8465	1
8466	1
8467	1
8468	1
8469	1
8470	1
8471	1
8472	1
8473	1
8474	1
8475	1
8476	1
8477	1
8478	1
8479	1
8480	1
8481	1
8482	1
8483	1
8484	1
8485	1
8486	1
8487	1
8488	1
8489	1
8490	1
8491	1
8492	1
8493	1
8494	1
8495	1
8496	1
8497	1
8498	1
8499	1
8500	1
8501	1
8502	1
8503	1
8504	1
8505	1
8506	1
8507	1
8508	1
8509	1
8510	1
8511	1
8512	1
8513	1
8514	1
8515	1
8516	1
8517	1
8518	1
8519	1
8520	1
8521	1
8522	1
8523	1
8524	1
8525	1
8526	1
8527	1
8528	1
8529	1
8530	1
8531	1
8532	1
8533	1
8534	1
8535	1
8536	1
8537	1
8538	1
8539	1
8540	1
8541	1
8542	1
8543	1
8544	1
8545	1
8546	1
8547	1
8548	1
8549	1
8550	1
8551	1
8552	1
8553	1
8554	1
8555	1
8556	1
8557	1
8558	1
8559	1
8560	1
8561	1
8562	1
8563	1
8564	1
8565	1
8566	1
8567	1
8568	1
8569	1
8570	1
8571	1
8572	1
8573	1
8574	1
8575	1
8576	1
8577	1
8578	1
8579	1
8580	1
8581	1
8582	1
8583	1
8584	1
8585	1
8586	1
8587	1
8588	1
8589	1
8590	1
8591	1
8592	1
8593	1
8594	1
8595	1
8596	1
8597	1
8598	1
8599	1
8600	1
8601	1
8602	1
8603	1
8604	1
8605	1
8606	1
8607	1
8608	1
8609	1
8610	1
8611	1
8612	1
8613	1
8614	1
8615	1
8616	1
8617	1
8618	1
8619	1
8620	1
8621	1
8622	1
8623	1
8624	1
8625	1
8626	1
8627	1
8628	1
8629	1
8630	1
8631	1
8632	1
8633	1
8634	1
8635	1
8636	1
8637	1
8638	1
8639	1
8640	1
8641	1
8642	1
8643	1
8644	1
8645	1
8646	1
8647	1
8648	1
8649	1
8650	1
8651	1
8652	1
8653	1
8654	1
8655	1
8656	1
8657	1
8658	1
8659	1
8660	1
8661	1
8662	1
8663	1
8664	1
8665	1
8666	1
8667	1
8668	1
8669	1
8670	1
8671	1
8672	1
8673	1
8674	1
8675	1
8676	1
8677	1
8678	1
8679	1
8680	1
8681	1
8682	1
8683	1
8684	1
8685	1
8686	1
8687	1
8688	1
8689	1
8690	1
8691	1
8692	1
8693	1
8694	1
8695	1
8696	1
8697	1
8698	1
8699	1
8700	1
8701	1
8702	1
8703	1
8704	1
8705	1
8706	1
8707	1
8708	1
8709	1
8710	1
8711	1
8712	1
8713	1
8714	1
8715	1
8716	1
8717	1
8718	1
8719	1
8720	1
8721	1
8722	1
8723	1
8724	1
8725	1
8726	1
8727	1
8728	1
8729	1
8730	1
8731	1
8732	1
8733	1
8734	1
8735	1
8736	1
8737	1
8738	1
8739	1
8740	1
8741	1
8742	1
8743	1
8744	1
8745	1
8746	1
8747	1
8748	1
8749	1
8750	1
8751	1
8752	1
8753	1
8754	1
8755	1
8756	1
8757	1
8758	1
8759	1
8760	1
8761	1
8762	1
8763	1
8764	1
8765	1
8766	1
8767	1
8768	1
8769	1
8770	1
8771	1
8772	1
8773	1
8774	1
8775	1
8776	1
8777	1
8778	1
8779	1
8780	1
8781	1
8782	1
8783	1
8784	1
8785	1
8786	1
8787	1
8788	1
8789	1
8790	1
8791	1
8792	1
8793	1
8794	1
8795	1
8796	1
8797	1
8798	1
8799	1
8800	1
8801	1
8802	1
8803	1
8804	1
8805	1
8806	1
8807	1
8808	1
8809	1
8810	1
8811	1
8812	1
8813	1
8814	1
8815	1
8816	1
8817	1
8818	1
8819	1
8820	1
8821	1
8822	1
8823	1
8824	1
8825	1
8826	1
8827	1
8828	1
8829	1
8830	1
8831	1
8832	1
8833	1
8834	1
8835	1
8836	1
8837	1
8838	1
8839	1
8840	1
8841	1
8842	1
8843	1
8844	1
8845	1
8846	1
8847	1
8848	1
8849	1
8850	1
8851	1
8852	1
8853	1
8854	1
8855	1
8856	1
8857	1
8858	1
8859	1
8860	1
8861	1
8862	1
8863	1
8864	1
8865	1
8866	1
8867	1
8868	1
8869	1
8870	1
8871	1
8872	1
8873	1
8874	1
8875	1
8876	1
8877	1
8878	1
8879	1
8880	1
8881	1
8882	1
8883	1
8884	1
8885	1
8886	1
8887	1
8888	1
8889	1
8890	1
8891	1
8892	1
8893	1
8894	1
8895	1
8896	1
8897	1
8898	1
8899	1
8900	1
8901	1
8902	1
8903	1
8904	1
8905	1
8906	1
8907	1
8908	1
8909	1
8910	1
8911	1
8912	1
8913	1
8914	1
8915	1
8916	1
8917	1
8918	1
8919	1
8920	1
8921	1
8922	1
8923	1
8924	1
8925	1
8926	1
8927	1
8928	1
8929	1
8930	1
8931	1
8932	1
8933	1
8934	1
8935	1
8936	1
8937	1
8938	1
8939	1
8940	1
8941	1
8942	1
8943	1
8944	1
8945	1
8946	1
8947	1
8948	1
8949	1
8950	1
8951	1
8952	1
8953	1
8954	1
8955	1
8956	1
8957	1
8958	1
8959	1
8960	1
8961	1
8962	1
8963	1
8964	1
8965	1
8966	1
8967	1
8968	1
8969	1
8970	1
8971	1
8972	1
8973	1
8974	1
8975	1
8976	1
8977	1
8978	1
8979	1
8980	1
8981	1
8982	1
8983	1
8984	1
8985	1
8986	1
8987	1
8988	1
8989	1
8990	1
8991	1
8992	1
8993	1
8994	1
8995	1
8996	1
8997	1
8998	1
8999	1
9000	1
9001	1
9002	1
9003	1
9004	1
9005	1
9006	1
9007	1
9008	1
9009	1
9010	1
9011	1
9012	1
9013	1
9014	1
9015	1
9016	1
9017	1
9018	1
9019	1
9020	1
9021	1
9022	1
9023	1
9024	1
9025	1
9026	1
9027	1
9028	1
9029	1
9030	1
9031	1
9032	1
9033	1
9034	1
9035	1
9036	1
9037	1
9038	1
9039	1
9040	1
9041	1
9042	1
9043	1
9044	1
9045	1
9046	1
9047	1
9048	1
9049	1
9050	1
9051	1
9052	1
9053	1
9054	1
9055	1
9056	1
9057	1
9058	1
9059	1
9060	1
9061	1
9062	1
9063	1
9064	1
9065	1
9066	1
9067	1
9068	1
9069	1
9070	1
9071	1
9072	1
9073	1
9074	1
9075	1
9076	1
9077	1
9078	1
9079	1
9080	1
9081	1
9082	1
9083	1
9084	1
9085	1
9086	1
9087	1
9088	1
9089	1
9090	1
9091	1
9092	1
9093	1
9094	1
9095	1
9096	1
9097	1
9098	1
9099	1
9100	1
9101	1
9102	1
9103	1
9104	1
9105	1
9106	1
9107	1
9108	1
9109	1
9110	1
9111	1
9112	1
9113	1
9114	1
9115	1
9116	1
9117	1
9118	1
9119	1
9120	1
9121	1
9122	1
9123	1
9124	1
9125	1
9126	1
9127	1
9128	1
9129	1
9130	1
9131	1
9132	1
9133	1
9134	1
9135	1
9136	1
9137	1
9138	1
9139	1
9140	1
9141	1
9142	1
9143	1
9144	1
9145	1
9146	1
9147	1
9148	1
9149	1
9150	1
9151	1
9152	1
9153	1
9154	1
9155	1
9156	1
9157	1
9158	1
9159	1
9160	1
9161	1
9162	1
9163	1
9164	1
9165	1
9166	1
9167	1
9168	1
9169	1
9170	1
9171	1
9172	1
9173	1
9174	1
9175	1
9176	1
9177	1
9178	1
9179	1
9180	1
9181	1
9182	1
9183	1
9184	1
9185	1
9186	1
9187	1
9188	1
9189	1
9190	1
9191	1
9192	1
9193	1
9194	1
9195	1
9196	1
9197	1
9198	1
9199	1
9200	1
9201	1
9202	1
9203	1
9204	1
9205	1
9206	1
9207	1
9208	1
9209	1
9210	1
9211	1
9212	1
9213	1
9214	1
9215	1
9216	1
9217	1
9218	1
9219	1
9220	1
9221	1
9222	1
9223	1
9224	1
9225	1
9226	1
9227	1
9228	1
9229	1
9230	1
9231	1
9232	1
9233	1
9234	1
9235	1
9236	1
9237	1
9238	1
9239	1
9240	1
9241	1
9242	1
9243	1
9244	1
9245	1
9246	1
9247	1
9248	1
9249	1
9250	1
9251	1
9252	1
9253	1
9254	1
9255	1
9256	1
9257	1
9258	1
9259	1
9260	1
9261	1
9262	1
9263	1
9264	1
9265	1
9266	1
9267	1
9268	1
9269	1
9270	1
9271	1
9272	1
9273	1
9274	1
9275	1
9276	1
9277	1
9278	1
9279	1
9280	1
9281	1
9282	1
9283	1
9284	1
9285	1
9286	1
9287	1
9288	1
9289	1
9290	1
9291	1
9292	1
9293	1
9294	1
9295	1
9296	1
9297	1
9298	1
9299	1
9300	1
9301	1
9302	1
9303	1
9304	1
9305	1
9306	1
9307	1
9308	1
9309	1
9310	1
9311	1
9312	1
9313	1
9314	1
9315	1
9316	1
9317	1
9318	1
9319	1
9320	1
9321	1
9322	1
9323	1
9324	1
9325	1
9326	1
9327	1
9328	1
9329	1
9330	1
9331	1
9332	1
9333	1
9334	1
9335	1
9336	1
9337	1
9338	1
9339	1
9340	1
9341	1
9342	1
9343	1
9344	1
9345	1
9346	1
9347	1
9348	1
9349	1
9350	1
9351	1
9352	1
9353	1
9354	1
9355	1
9356	1
9357	1
9358	1
9359	1
9360	1
9361	1
9362	1
9363	1
9364	1
9365	1
9366	1
9367	1
9368	1
9369	1
9370	1
9371	1
9372	1
9373	1
9374	1
9375	1
9376	1
9377	1
9378	1
9379	1
9380	1
9381	1
9382	1
9383	1
9384	1
9385	1
9386	1
9387	1
9388	1
9389	1
9390	1
9391	1
9392	1
9393	1
9394	1
9395	1
9396	1
9397	1
9398	1
9399	1
9400	1
9401	1
9402	1
9403	1
9404	1
9405	1
9406	1
9407	1
9408	1
9409	1
9410	1
9411	1
9412	1
9413	1
9414	1
9415	1
9416	1
9417	1
9418	1
9419	1
9420	1
9421	1
9422	1
9423	1
9424	1
9425	1
9426	1
9427	1
9428	1
9429	1
9430	1
9431	1
9432	1
